"Record Length",10002,"Points",-0.0001000098,0.21
"Sample Interval",5e-08,s,-9.995984e-05,0.09
"Trigger Point",2000,"Samples",-9.990984e-05,0.21
"Trigger Time",0.19682,s,-9.985984e-05,0.21
,,,-9.980984e-05,0.21
"Horizontal Offset",-0.00010001,s,-9.975984e-05,0.12
,,,-9.970984e-05,0.12
,,,-9.965984e-05,0.15
,,,-9.960984e-05,0.24
,,,-9.955984e-05,0.15
,,,-9.950984e-05,0.09
,,,-9.945984e-05,0.15
,,,-9.940984e-05,0.15
,,,-9.935984e-05,0.18
,,,-9.930984e-05,0.18
,,,-9.925984e-05,0.18
,,,-9.920984e-05,0.21
,,,-9.915984e-05,0.12
,,,-9.910984e-05,0.18
,,,-9.905984e-05,0.12
,,,-9.900984e-05,0.21
,,,-9.895984e-05,0.06
,,,-9.890984e-05,0.09
,,,-9.885984e-05,0.21
,,,-9.880984e-05,0.21
,,,-9.875984e-05,0.27
,,,-9.870984e-05,0.15
,,,-9.865984e-05,0.12
,,,-9.860984e-05,0.15
,,,-9.855984e-05,0.18
,,,-9.850984e-05,0.27
,,,-9.845984e-05,0.15
,,,-9.840984e-05,0.24
,,,-9.835984e-05,0.15
,,,-9.830984e-05,0.12
,,,-9.825984e-05,0.12
,,,-9.820984e-05,0.27
,,,-9.815984e-05,0.09
,,,-9.810984e-05,0.12
,,,-9.805984e-05,0.21
,,,-9.800984e-05,0.18
,,,-9.795984e-05,0.15
,,,-9.790984e-05,0.15
,,,-9.785984e-05,0.15
,,,-9.780984e-05,0.21
,,,-9.775984e-05,0.15
,,,-9.770984e-05,0.21
,,,-9.765984e-05,0.21
,,,-9.760984e-05,0.18
,,,-9.755984e-05,0.21
,,,-9.750984e-05,0.15
,,,-9.745984e-05,0.18
,,,-9.740984e-05,0.21
,,,-9.735984e-05,0.18
,,,-9.730984e-05,0.06
,,,-9.725984e-05,0.12
,,,-9.720984e-05,0.24
,,,-9.715984e-05,0.09
,,,-9.710984e-05,0.12
,,,-9.705984e-05,0.12
,,,-9.700984e-05,0.15
,,,-9.695984e-05,0.15
,,,-9.690984e-05,0.12
,,,-9.685984e-05,0.09
,,,-9.680984e-05,0.24
,,,-9.675984e-05,0.12
,,,-9.670984e-05,0.12
,,,-9.665984e-05,0.12
,,,-9.660984e-05,0.27
,,,-9.655984e-05,0.15
,,,-9.650984e-05,0.09
,,,-9.645984e-05,0.15
,,,-9.640984e-05,0.18
,,,-9.635984e-05,0.12
,,,-9.630984e-05,0.18
,,,-9.625984e-05,0.15
,,,-9.620984e-05,0.24
,,,-9.615984e-05,0.15
,,,-9.610984e-05,0.18
,,,-9.605984e-05,0.12
,,,-9.600984e-05,0.15
,,,-9.595984e-05,0.15
,,,-9.590984e-05,0.24
,,,-9.585984e-05,0.18
,,,-9.580984e-05,0.24
,,,-9.575984e-05,0.21
,,,-9.570984e-05,0.06
,,,-9.565984e-05,0.21
,,,-9.560984e-05,0.24
,,,-9.555984e-05,0.06
,,,-9.550984e-05,0.24
,,,-9.545984e-05,0.24
,,,-9.540984e-05,0.27
,,,-9.535984e-05,0.09
,,,-9.530984e-05,0.12
,,,-9.525984e-05,0.18
,,,-9.520984e-05,0.27
,,,-9.515984e-05,0.15
,,,-9.510984e-05,0.15
,,,-9.505984e-05,0.15
,,,-9.500984e-05,0.15
,,,-9.495984e-05,0.09
,,,-9.490984e-05,0.18
,,,-9.485984e-05,0.15
,,,-9.480984e-05,0.15
,,,-9.475984e-05,0.15
,,,-9.470984e-05,0.15
,,,-9.465984e-05,0.18
,,,-9.460984e-05,0.3
,,,-9.455984e-05,0.15
,,,-9.450984e-05,0.24
,,,-9.445984e-05,0.18
,,,-9.440984e-05,0.27
,,,-9.435984e-05,0.12
,,,-9.430984e-05,0.15
,,,-9.425984e-05,0.12
,,,-9.420984e-05,0.24
,,,-9.415984e-05,0.12
,,,-9.410984e-05,0.24
,,,-9.405984e-05,0.18
,,,-9.400984e-05,0.27
,,,-9.395984e-05,0.09
,,,-9.390984e-05,0.18
,,,-9.385984e-05,0.18
,,,-9.380984e-05,0.21
,,,-9.375984e-05,0.09
,,,-9.370984e-05,0.18
,,,-9.365984e-05,0.12
,,,-9.360984e-05,0.15
,,,-9.355984e-05,0.12
,,,-9.350984e-05,0.15
,,,-9.345984e-05,0.15
,,,-9.340984e-05,0.21
,,,-9.335984e-05,0.21
,,,-9.330984e-05,0.18
,,,-9.325984e-05,0.15
,,,-9.320984e-05,0.27
,,,-9.315984e-05,0.09
,,,-9.310984e-05,0.18
,,,-9.305984e-05,0.15
,,,-9.300984e-05,0.12
,,,-9.295984e-05,0.12
,,,-9.290984e-05,0.18
,,,-9.285984e-05,0.09
,,,-9.280984e-05,0.15
,,,-9.275984e-05,0.09
,,,-9.270984e-05,0.18
,,,-9.265984e-05,0.18
,,,-9.260984e-05,0.27
,,,-9.255984e-05,0.18
,,,-9.250984e-05,0.18
,,,-9.245984e-05,0.15
,,,-9.240984e-05,0.24
,,,-9.235984e-05,0.09
,,,-9.230984e-05,0.15
,,,-9.225984e-05,0.09
,,,-9.220984e-05,0.24
,,,-9.215984e-05,0.12
,,,-9.210984e-05,0.18
,,,-9.205984e-05,0.18
,,,-9.200984e-05,0.24
,,,-9.195984e-05,0.15
,,,-9.190984e-05,0.12
,,,-9.185984e-05,0.15
,,,-9.180984e-05,0.3
,,,-9.175984e-05,0.15
,,,-9.170984e-05,0.24
,,,-9.165984e-05,0.09
,,,-9.160984e-05,0.3
,,,-9.155984e-05,0.09
,,,-9.150984e-05,0.18
,,,-9.145984e-05,0.12
,,,-9.140984e-05,0.27
,,,-9.135984e-05,0.12
,,,-9.130984e-05,0.18
,,,-9.125984e-05,0.15
,,,-9.120984e-05,0.27
,,,-9.115984e-05,0.09
,,,-9.110984e-05,0.21
,,,-9.105984e-05,0.21
,,,-9.100984e-05,0.18
,,,-9.095984e-05,0.06
,,,-9.090984e-05,0.18
,,,-9.085984e-05,0.15
,,,-9.080984e-05,0.27
,,,-9.075984e-05,0.15
,,,-9.070984e-05,0.21
,,,-9.065984e-05,0.12
,,,-9.060984e-05,0.3
,,,-9.055984e-05,0.15
,,,-9.050984e-05,0.21
,,,-9.045984e-05,0.18
,,,-9.040984e-05,0.27
,,,-9.035984e-05,0.15
,,,-9.030984e-05,0.12
,,,-9.025984e-05,0.06
,,,-9.020984e-05,0.24
,,,-9.015984e-05,0.21
,,,-9.010984e-05,0.27
,,,-9.005984e-05,0.15
,,,-9.000984e-05,0.21
,,,-8.995984e-05,0.12
,,,-8.990984e-05,0.27
,,,-8.985984e-05,0.15
,,,-8.980984e-05,0.27
,,,-8.975984e-05,0.15
,,,-8.970984e-05,0.24
,,,-8.965984e-05,0.18
,,,-8.960984e-05,0.21
,,,-8.955984e-05,0.15
,,,-8.950984e-05,0.18
,,,-8.945984e-05,0.18
,,,-8.940984e-05,0.24
,,,-8.935984e-05,0.18
,,,-8.930984e-05,0.15
,,,-8.925984e-05,0.15
,,,-8.920984e-05,0.18
,,,-8.915984e-05,0.18
,,,-8.910984e-05,0.24
,,,-8.905984e-05,0.21
,,,-8.900984e-05,0.3
,,,-8.895984e-05,0.09
,,,-8.890984e-05,0.18
,,,-8.885984e-05,0.18
,,,-8.880984e-05,0.33
,,,-8.875984e-05,0.24
,,,-8.870984e-05,0.21
